1.478477448752968940e+03,3,2,5.436272494807586497e+01,3.951678276349778685e+02
1.923357035550932778e+03,3,2,0.000000000000000000e+00,4.481732831070230532e+02
1.911794993358388410e+03,3,1,5.033593271914044465e+01,3.627931043754680331e+02
1.253260142601602411e+03,3,2,2.092390894431940040e+01,4.459746010279063171e+02
1.288481301544378766e+03,2,2,8.165713427535253288e+01,3.704251435501923311e+02
9.793476833249766287e+02,2,1,6.634034085390072732e+01,3.209005418869160735e+02
8.254685840085046493e+02,3,1,2.690054093581093042e+01,2.409699232476970963e+02
7.068887925219478348e+02,3,1,2.082473995670106959e+01,3.532515908475809283e+02
2.221817313807744995e+03,3,1,7.187275258210139128e+00,3.825615911686145978e+02
1.202586947813538927e+03,4,1,2.722352309095587231e+01,4.538472536201944649e+02
1.232238033525276023e+03,3,1,3.138460839287643012e+01,3.501998535552762064e+02
8.947404171175683132e+02,2,2,2.919899418022214377e+01,4.100829084255128691e+02
1.735784824451073746e+03,3,2,4.271096864322367992e+01,2.613459199012697809e+02
7.451539696451095551e+02,2,1,5.364234117517021616e+01,2.803804181544512630e+02
1.325582490906627299e+03,2,1,4.771126899906016661e+01,3.506933505218823939e+02
1.042763616762016682e+03,3,2,1.884726758795807200e+01,2.519306486785878292e+02
1.573984083328493853e+03,4,1,1.389741913469684675e+00,4.480333480911036190e+02
1.202109336689946986e+03,2,1,7.401174038726063031e+01,4.106806399265483378e+02
9.246339611909444329e+02,2,1,2.078297614990325926e+01,3.914315433637424348e+02
1.402035532044574211e+03,3,2,2.174586033535979013e+01,3.976871992684714314e+02
1.591146171359673644e+03,2,2,2.514341810538470412e+01,5.736305849788445812e+02
1.441264711851195671e+03,3,1,0.000000000000000000e+00,3.131986670893747942e+02
1.539008767547651360e+03,2,1,2.626333957412339259e+01,1.319797538579627485e+02
1.150942525863121546e+03,2,1,2.621975559509588294e+01,3.830853254419596396e+02
1.263444731138268480e+03,2,2,5.472653872176876177e+01,3.569466422909573566e+02
1.135143739925959835e+03,2,1,5.675046457523578169e+01,3.081096122494050178e+02
1.264765359702706746e+03,4,1,3.874772230753224278e+01,2.598588042419842168e+02
1.076864733588578247e+03,3,1,6.279878064703577678e+01,3.163024889975122278e+02
6.985986652696684587e+02,3,1,4.746016702882899807e+01,3.812066142301628702e+02
1.487208652672372409e+03,2,1,3.824359925531621229e+01,3.096474037964846389e+02
1.247272534214841926e+03,3,1,4.282044139810491146e+01,6.145701289237509855e+02
7.384014994106602217e+02,2,2,3.370922902911723185e+01,2.617755577086038556e+02
1.605417218732060746e+03,2,1,2.841750449122653421e+01,2.792834040849060102e+02
1.037862300743579453e+03,3,1,3.171170549425202267e+01,1.228612914401124385e+02
1.435228343097878906e+03,3,1,9.417671042050237418e+00,3.885435340895965624e+02
1.715735244507382959e+03,3,2,4.591762573621571164e+01,1.513334551312946701e+02
1.467141078633678717e+03,3,1,1.291327619176728092e+01,3.058152589746565582e+02
1.885705919564891246e+03,3,2,6.046081101431275329e+01,3.334057585736845795e+02
9.021842860990057034e+02,2,2,3.218529962580713999e+01,2.880055186133993743e+02
1.580379737418108334e+03,2,1,3.993265873311540304e+01,5.441169194557904802e+02
1.130027909067917335e+03,3,1,5.144774297742699787e+01,4.662482080832699580e+02
1.052982903063656067e+03,2,2,5.532144605863121001e+01,5.002146504961439746e+02
1.173921939911357640e+03,2,1,0.000000000000000000e+00,2.699429177072719312e+02
1.284649586144648310e+03,2,1,3.328810676764008036e+01,4.802848238089214306e+02
1.436976452893199166e+03,3,2,6.145977041805532792e+01,4.141187423365709037e+02
9.310475108582995745e+02,2,1,0.000000000000000000e+00,4.429247304177374644e+02
1.786876728655053512e+03,2,2,4.868634444078337964e+01,4.699136812571127848e+02
1.606610332981199463e+03,2,1,0.000000000000000000e+00,2.671874221442849375e+02
7.773221504782013653e+02,1,2,1.215181192244022412e+01,3.178580155647810557e+02
2.030217408047222079e+03,3,2,3.965110785035100349e+01,4.524627556373662856e+02
2.199080736715291096e+03,2,2,0.000000000000000000e+00,8.447502301424464122e+01
1.902018595212769924e+03,2,1,1.311056323030755166e+01,5.205260810291542839e+02
1.339176265306087544e+03,3,2,5.075062947884703135e-01,4.200943719958100928e+02
9.701514915030885504e+02,2,2,8.136129301741473796e+01,3.574591139257141776e+02
1.850515874563028319e+03,4,2,4.290594995236014597e+01,3.853035197448901954e+02
1.246694237752808476e+03,2,1,5.335128495537803417e+01,2.545134320783615749e+02
1.920106997070432044e+03,3,1,3.287939148978167481e+01,3.256371914146508288e+02
1.499987760873163097e+03,3,3,2.949084276849428932e+01,4.773237677957631604e+02
1.818282023135888494e+03,2,1,0.000000000000000000e+00,4.980061369720727953e+02
1.561334525435298474e+03,3,1,3.108705665709185695e+01,6.442510930084814618e+02
1.706407430135661116e+03,3,2,1.891598650779066659e+01,3.545073690305563332e+02
1.418059626082207160e+03,3,1,6.088303408054071042e+01,2.933581679842064887e+02
2.153505576244326221e+03,3,2,6.822156919442848277e+01,3.084532148554996525e+02
1.466283243734323378e+03,4,1,7.665627729556786107e+01,2.557574231707996830e+02
1.580233806618949529e+03,4,2,6.074381949699985483e+01,3.540963012759496564e+02
